code;name;rama_ids/code;rama_ids/name;cargos_ids/code;cargos_ids/name;cargos_ids/value
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154900;INDUSTRIALIZACIÓN  DEL TÉ Y OTRAS HIERBAS AROMÁTICAS NATURALES;504154900272;JEFE DE DPTOS. ADMINISTRATIVOS PROPIOS DE LA INDUSTRIA;413,3700
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154900;INDUSTRIALIZACIÓN  DEL TÉ Y OTRAS HIERBAS AROMÁTICAS NATURALES;504154900273;JEFE DE DPTOS. TECNICOS PROPIOS DE LA INDUSTRIA;413,3700
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154900;INDUSTRIALIZACIÓN  DEL TÉ Y OTRAS HIERBAS AROMÁTICAS NATURALES;504154900279;ELECTRICISTA, MECANICO DE EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA;409,4300
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154900;INDUSTRIALIZACIÓN  DEL TÉ Y OTRAS HIERBAS AROMÁTICAS NATURALES;504154900280;OPERADORES TECNICOS DE: PLANTA A DIESEL, PLANTA HIDRAULICA Y TURBINAS, TRANSPORTADOR DE HOJAS DE TE Y OTRAS HIERBAS AROMATICAS;409,4300
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154900;INDUSTRIALIZACIÓN  DEL TÉ Y OTRAS HIERBAS AROMÁTICAS NATURALES;504154900286;"SUPERVISORES TECNICOS DE: CAMPO,  CONTROL DE CALIDAD, LABORATORIO, MANTENIMIENTO, PLANTA, PRODUCCION / PROCESOS; Y, DEMAS SECC";411,4000
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154900;INDUSTRIALIZACIÓN  DEL TÉ Y OTRAS HIERBAS AROMÁTICAS NATURALES;504154900287;"TRABAJADORES TECNICOS DE PRODUCCION: PESADOR, MOLINERO, HORNERO, CLASIFICADOR, EMBALADOR; Y, DEMAS LABORES PROPIOS DE LA INDUS";405,5000
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154900;INDUSTRIALIZACIÓN  DEL TÉ Y OTRAS HIERBAS AROMÁTICAS NATURALES;504154900292;CLASIFICADOR / VERIFICADOR DE EMPAQUE DE PRODUCTOS PROPIOS DEL SECTOR;401,5600
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154900;INDUSTRIALIZACIÓN  DEL TÉ Y OTRAS HIERBAS AROMÁTICAS NATURALES;504154900294;AYUDANTE DE ELECTRICISTA, MECANICO DE EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA;405,5000
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154900;INDUSTRIALIZACIÓN  DEL TÉ Y OTRAS HIERBAS AROMÁTICAS NATURALES;504154900295;TRABAJADORES DE PRODUCCION: APORCADOR, ABONADOR A MANO / MOTOR, COSECHADOR DE HOJAS, FERTILIZADOR A MANO / MOTOR, FUMIGADOR A;401,5600
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154901;INDUSTRIALIZACIÓN  DEL CAFÉ;504154901251;JEFE DE DPTOS. ADMINISTRATIVOS PROPIOS DE LA INDUSTRIA;413,3700
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154901;INDUSTRIALIZACIÓN  DEL CAFÉ;504154901252;JEFE DE DPTOS. TECNICOS PROPIOS DE LA INDUSTRIA;413,3700
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154901;INDUSTRIALIZACIÓN  DEL CAFÉ;504154901258;"OPERADORES TECNICOS DE: CALDERO, ENVASE, EVAPORADOR, EXTRACCION, LIOFILIZADO, SPRAY, TOSTADOR, MOLINO; Y DEMAS EQUIPOS ESPECIA";409,4300
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154901;INDUSTRIALIZACIÓN  DEL CAFÉ;504154901266;"AYUDANTE DE: CONTROL DE CALIDAD, LABORATORIO, MANTENIMIENTO, PLANTA, PRODUCCION / PROCESOS; Y DEMAS SECCIONES PROPIAS DE LA IN";405,5000
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154901;INDUSTRIALIZACIÓN  DEL CAFÉ;504154901270;"TRABAJADORES DE PRODUCCION: MANTENIMIENTO, EMBALAJE; Y, DEMAS LABORES PROPIOS DE LA INDUSTRIA";401,5600
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154910;ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS: MAICENA Y SUS DERIV;504154910001;JEFE DE DPTOS. ADMINISTRATIVOS PROPIOS DE LA INDUSTRIA;413,3700
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154910;ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS: MAICENA Y SUS DERIV;504154910004;JEFE DE DPTOS. TECNICOS PROPIOS DE LA INDUSTRIA;413,3700
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154910;ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS: MAICENA Y SUS DERIV;504154910005;"SUPERVISORES TECNICOS DE: CONTROL DE CALIDAD, LABORATORIO, MANTENIMIENTO, PLANTA, PRODUCCION / PROCESOS; Y, DEMAS SECCIONES PR";412,3800
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154910;ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS: MAICENA Y SUS DERIV;504154910009;ELECTRICISTA, MECANICO DE EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA;409,4300
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154910;ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS: MAICENA Y SUS DERIV;504154910010;"OPERADORES TECNICOS DE: SALAS DE MAQUINAS, ACIDULACION, BULK, CORTE, MAQUINA, MEZCLADA, MOLIENDA, REFINACION; Y, DEMAS EQUIPOS";409,4300
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154910;ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS: MAICENA Y SUS DERIV;504154910018;PRENSISTA, CALDERERO Y FERMENTADOR;409,4300
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154910;ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS: MAICENA Y SUS DERIV;504154910026;AYUDANTES TECNICOS DE MANTENIMIENTO Y REPARACION DE EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA;405,5000
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154910;ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS: MAICENA Y SUS DERIV;504154910027;AYUDANTE DE LABORATORIO, COCINADOR DE MIELES Y PORTAVILIZADORES;408,6400
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154910;ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS: MAICENA Y SUS DERIV;504154910030;AYUDANTES DE PROCESOS ESPECIALIZADOS DE LA PLANTA;405,5000
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154910;ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS: MAICENA Y SUS DERIV;504154910035;AUXILIARES: PESADOR, SEPARADOR, SEPARADOR DE LEVADURA, ABASTECIMIENTO DE TOLVAS, ALIMENTADOR DE LINEAS, CALDERO, SECADOR, LAVA;401,5600
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154921;PROCESAMIENTO DE SAL;504154921702;JEFE / SUPERINTENDENTE  DE DPTOS. TECNICOS PROPIOS DE LA INDUSTRIA;642,7100
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154921;PROCESAMIENTO DE SAL;504154921706;JEFE DE DPTOS. ADMINISTRATIVOS PROPIOS DE LA INDUSTRIA;642,7100
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154921;PROCESAMIENTO DE SAL;504154921713;TECNICO DE REPARACION Y MANTENIMIENTO DE EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA;409,4300
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154921;PROCESAMIENTO DE SAL;504154921714;"OPERADORES TECNICOS DE REFINADORA DE SAL: EMPAQUETAMIENTO  AUTOMATICO, PRODUCCION; Y, DEMAS EQUIPOS ESPECIALIZADOS PROPIOS DE L";409,4300
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154921;PROCESAMIENTO DE SAL;504154921717;AUXILIAR DE LABORATORIO;405,5000
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154921;PROCESAMIENTO DE SAL;504154921718;COSECHADORA DE SAL;405,5000
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154921;PROCESAMIENTO DE SAL;504154921725;AUXILIAR DE REPARACION Y MANTENIMIENTO DE EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA;401,5600
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154921;PROCESAMIENTO DE SAL;504154921726;AUXILIAR DE LAVADORA DE SAL;401,5600
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154921;PROCESAMIENTO DE SAL;504154921727;AUXILIAR DE VIGILANCIA DE BOMBAS;401,5600
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504154921;PROCESAMIENTO DE SAL;504154921729;TRABAJADORES DE PRODUCCIÓN PROPIOS DEL SECTOR;401,5600
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504155403;ELABORACIÓN DEL HIELO;504155403118;JEFE DE DPTOS. ADMINISTRATIVOS PROPIOS DE LA INDUSTRIA;413,3700
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504155403;ELABORACIÓN DEL HIELO;504155404119;JEFE DE DPTOS. TÉCNICOS PROPIOS DE LA INDUSTRIA;413,3700
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504155403;ELABORACIÓN DEL HIELO;504155410125;JEFE DE TURNO DE PLANTA;412,3800
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504155403;ELABORACIÓN DEL HIELO;504155411126;TÉCNICOS DE REPARACIÓN Y MANTENIMIENTO DE EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA;409,4300
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504155403;ELABORACIÓN DEL HIELO;504155415130;OPERADORES TÉCNICOS DE EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA;409,4300
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0504155403;ELABORACIÓN DEL HIELO;504155418133;TANQUEROS, CUBITEROS - ENVASADORES DE HIELO EN FUNDAS;401,5600
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0510000000;MRL-RESTO DE RAMAS (CIIU:10000000);510000000006;"SUPERVISORES TECNICOS DE: CONTROL DE CALIDAD, LABORATORIO, MANTENIMIENTO, PLANTA, PRODUCCION / PROCESOS; Y, DEMAS SECCIONES PR";412,3800
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0511749500;EMPACADORAS DE CAMARÓN;511749500136;JEFE DE DPTOS. ADMINISTRATIVOS PROPIOS DE LA INDUSTRIA;413,3700
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0511749500;EMPACADORAS DE CAMARÓN;511749500137;JEFE DE DPTOS. TECNICOS PROPIOS DE LA INDUSTRIA;413,3700
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0511749500;EMPACADORAS DE CAMARÓN;511749500142;"SUPERVISORES TECNICOS DE: CONTROL DE CALIDAD, LABORATORIO, MANTENIMIENTO, PLANTA, PRODUCCION / PROCESOS; Y, DEMAS SECCIONES PR";412,3800
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0511749500;EMPACADORAS DE CAMARÓN;511749500145;TECNICO DE REFRIGERACION, ELECTRICISTA / ELECTRONICO, MECANICO DE EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA;410,2200
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0511749500;EMPACADORAS DE CAMARÓN;511749500147;"OPERADORES TECNICOS DE: MAQUINAS CLASIFICADORAS, MONTACARGA; Y, DEMAS EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA";409,4300
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0511749500;EMPACADORAS DE CAMARÓN;511749500152;COMPRADOR ESPECIALIZADO DE MATERIA PRIMA;409,4300
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0511749500;EMPACADORAS DE CAMARÓN;511749500153;TECNICOS DE REPARACION Y MANTENIMIENTO DE EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA;409,4300
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0511749500;EMPACADORAS DE CAMARÓN;511749500158;ASISTENTES / AYUDANTES TECNICOS DE: PLANTA, PRODUCCION, LABORATORIO, REFRIGERACION, ELECTRICISTA / ELECTRONICO, MECANICO, SOLD;405,5000
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0511749500;EMPACADORAS DE CAMARÓN;511749500173;TRABAJADORES DE PRODUCCION: PESADORES DE CAJAS, ANOTADORES Y ESTIBADORES DE CAJAS PARA CONGELACION,  TOLVERO, CLASIFICACION, GL;401,5600
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0520000000;MRL-RESTO DE RAMAS (CIIU:20000000);520000000026;"SUPERVISORES TECNICOS DE: CONTROL DE CALIDAD, LABORATORIO, MANTENIMIENTO, PLANTA, PRODUCCION / PROCESOS; Y, DEMAS SECCIONES PR";412,3800
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0520000000;MRL-RESTO DE RAMAS (CIIU:20000000);520000000028;"ANALISTA, LABORATORISTA, INSPECTOR DE CALIDAD / PRODUCCION; Y DEMAS SECCIONES PROPIAS DE LA INDUSTRIA";409,4300
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0520000000;MRL-RESTO DE RAMAS (CIIU:20000000);520000000031;"ANALISTA, LABORATORISTA, INSPECTOR DE CALIDAD / PRODUCCION; Y DEMAS SECCIONES PROPIAS DE LA INDUSTRIA";409,4300
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0520000000;MRL-RESTO DE RAMAS (CIIU:20000000);520000000036;AYUDANTES TECNICOS DE REPARACION Y MANTENIMIENTO DE EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA;405,5000
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0520000000;MRL-RESTO DE RAMAS (CIIU:20000000);520000000043;AYUDANTE DE ELECTRICISTA, MECANICO DE EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA;405,5000
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0520000000;MRL-RESTO DE RAMAS (CIIU:20000000);520000000046;"TRABAJADORES DE PRODUCCION: ENVASADORAS - EMPACADORAS - AYUDANTE PESADORAS; INCLUYE ENVASADORAS DE POUCH, VIDRIO Y OTROS EMPAQ";401,5600
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0520000000;MRL-RESTO DE RAMAS (CIIU:20000000);520000000048;"ANALISTA, LABORATORISTA, INSPECTOR DE CALIDAD / PRODUCCION; Y DEMAS SECCIONES PROPIAS DE LA INDUSTRIA";409,4300
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0520000000;MRL-RESTO DE RAMAS (CIIU:20000000);520000000049;SUPERVISORES OPERATIVOS Y ADMINISTRATIVOS PROPIOS DE LA INDUSTRIA;411,4000
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0520000000;MRL-RESTO DE RAMAS (CIIU:20000000);520000000050;"SUPERVISORES TECNICOS DE: CONTROL DE CALIDAD, LABORATORIO, MANTENIMIENTO, PLANTA, PRODUCCION / PROCESOS; Y DEMAS SECCIONES PRO";412,3800
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0520000000;MRL-RESTO DE RAMAS (CIIU:20000000);520000000051;AUXILIARES DE PROCESOS OPERATIVOS, DE APOYO PROPIOS DE LA INDUSTRIA;401,5600
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0520000000;MRL-RESTO DE RAMAS (CIIU:20000000);520000000052;JEFE DE SECCIONES TECNICAS PROPIOS DE LA INDUSTRIA;412,3800
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0520000000;MRL-RESTO DE RAMAS (CIIU:20000000);520000000053;ELECTRICISTA, MECANICO DE EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA;409,4300
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0520000000;MRL-RESTO DE RAMAS (CIIU:20000000);520000000054;AYUDANTE DE SECCIONES PROPIAS DE LA INDUSTRIA;405,5000
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0520000000;MRL-RESTO DE RAMAS (CIIU:20000000);520000000055;"SUPERVISORES TECNICOS DE: CONTROL DE CALIDAD, LABORATORIO, MANTENIMIENTO, PLANTA, PRODUCCION / PROCESOS; Y, DEMAS SECCIONES PR";411,4000
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0520000000;MRL-RESTO DE RAMAS (CIIU:20000000);520000000056;AUXILIARES DE PROCESOS OPERATIVOS, DE APOYO PROPIOS DE LA INDUSTRIA;401,5600
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0520000000;MRL-RESTO DE RAMAS (CIIU:20000000);520000000057;"SUPERVISORES TECNICOS DE: CONTROL DE CALIDAD, LABORATORIO, MANTENIMIENTO, PLANTA, PRODUCCION / PROCESOS; Y, DEMAS SECCIONES PR";412,3800
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0520000000;MRL-RESTO DE RAMAS (CIIU:20000000);520000000058;SUPERVISOR OPERATIVO PROPIO DE LA INDUSTRIA;411,4000
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0520000000;MRL-RESTO DE RAMAS (CIIU:20000000);520000000059;"SUPERVISORES TECNICOS DE: CONTROL DE CALIDAD, LABORATORIO, MANTENIMIENTO, PLANTA, PRODUCCION / PROCESOS; Y, DEMAS SECCIONES PR";411,4000
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0520000000;MRL-RESTO DE RAMAS (CIIU:20000000);520000000060;ELECTRICISTA, MECANICO DE EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA;409,4300
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0520000000;MRL-RESTO DE RAMAS (CIIU:20000000);520000000061;ELECTRICISTA, MECANICO DE EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA;409,4300
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0520000000;MRL-RESTO DE RAMAS (CIIU:20000000);520000000062;"SUPERVISORES TECNICOS DE: CONTROL DE CALIDAD, LABORATORIO, MANTENIMIENTO, PLANTA, PRODUCCION / PROCESOS; Y, DEMAS SECCIONES PR";412,3800
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0520000000;MRL-RESTO DE RAMAS (CIIU:20000000);520000000063;TECNICO DE REPARACION Y MANTENIMIENTO DE EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA;409,4300
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0520000000;MRL-RESTO DE RAMAS (CIIU:20000000);520000000064;SUPERVISOR DE BODEGAS DE AZUCAR / INSPECTOR DE SEGURIDAD INDUSTRIAL;411,4000
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0520000000;MRL-RESTO DE RAMAS (CIIU:20000000);520000000065;CONDUCTORES DE PERSONAL Y EQUIPOS PROPIOS DEL SECTOR AZUCARERO;405,5000
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0520000000;MRL-RESTO DE RAMAS (CIIU:20000000);520000000066;"SUPERVISORES TECNICOS DE: CONTROL DE CALIDAD, LABORATORIO, MANTENIMIENTO, PLANTA, PRODUCCION / PROCESOS; Y, DEMAS SECCIONES PR";412,3800
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0520000000;MRL-RESTO DE RAMAS (CIIU:20000000);520000000067;TRABAJADORES DE CUADRILLAS DE PLANTA Y BODEGA PROPIOS DE LA INDUSTRIA;401,5600
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0520000000;MRL-RESTO DE RAMAS (CIIU:20000000);520000000068;"SUPERVISORES TECNICOS DE: CONTROL DE CALIDAD, LABORATORIO, MANTENIMIENTO, PLANTA, PRODUCCION / PROCESOS; Y, DEMAS SECCIONES PR";412,3800
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0511749500;EMPACADORAS DE CAMARÓN;551174950001;CAMARON PELADO POR LIBRA;394,0000
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0511749500;EMPACADORAS DE CAMARÓN;551174950002;TRABAJADORES EN SECCION POMADA POR LIBRA;394,0000
A05;TRNSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA);A0511749500;EMPACADORAS DE CAMARÓN;551174950003;OBRERAS DESCABEZADORAS  DE CAMARON POR CADA LIBRA DE CABEZA;394,0000
A06;PRODUCTOS INDUSTRIALES FARMACÉUTICOS Y QUÍMICOS;A0604314001;FABRICACION DE ACUMULADORES (BATERIAS Y PILAS);604314001061;SUPERINTENDENTE;428,5900
A06;PRODUCTOS INDUSTRIALES FARMACÉUTICOS Y QUÍMICOS;A0604314001;FABRICACION DE ACUMULADORES (BATERIAS Y PILAS);604314001062;JEFE DE PLANTA;428,5900
A06;PRODUCTOS INDUSTRIALES FARMACÉUTICOS Y QUÍMICOS;A0604314001;FABRICACION DE ACUMULADORES (BATERIAS Y PILAS);604314001063;JEFE DE SEGURIDAD INDUSTRIAL;425,2500
A06;PRODUCTOS INDUSTRIALES FARMACÉUTICOS Y QUÍMICOS;A0604314001;FABRICACION DE ACUMULADORES (BATERIAS Y PILAS);604314001064;JEFE DE ÁREA DE MANTENIMIENTO;421,9000
A06;PRODUCTOS INDUSTRIALES FARMACÉUTICOS Y QUÍMICOS;A0604314001;FABRICACION DE ACUMULADORES (BATERIAS Y PILAS);604314001065;JEFE DE ÁREA DE PRODUCCIÓN / CALIDAD;418,5600
A06;PRODUCTOS INDUSTRIALES FARMACÉUTICOS Y QUÍMICOS;A0604314001;FABRICACION DE ACUMULADORES (BATERIAS Y PILAS);604314001066;INSPECTOR / SUPERVISOR / ASESOR TECNICO;416,7900
A06;PRODUCTOS INDUSTRIALES FARMACÉUTICOS Y QUÍMICOS;A0604314001;FABRICACION DE ACUMULADORES (BATERIAS Y PILAS);604314001069;ANALISTA TECNICO;416,5500
A06;PRODUCTOS INDUSTRIALES FARMACÉUTICOS Y QUÍMICOS;A0604314001;FABRICACION DE ACUMULADORES (BATERIAS Y PILAS);604314001070;OPERADOR DE MAQUINARIA INDUSTRIAL;412,4500
A06;PRODUCTOS INDUSTRIALES FARMACÉUTICOS Y QUÍMICOS;A0604314001;FABRICACION DE ACUMULADORES (BATERIAS Y PILAS);604314001072;AYUDANTE DE MAQUINARIA / INSTRUMENTISTA;407,0300
A06;PRODUCTOS INDUSTRIALES FARMACÉUTICOS Y QUÍMICOS;A0604314001;FABRICACION DE ACUMULADORES (BATERIAS Y PILAS);604314001073;LUBRICADOR;407,0300
A06;PRODUCTOS INDUSTRIALES FARMACÉUTICOS Y QUÍMICOS;A0604314001;FABRICACION DE ACUMULADORES (BATERIAS Y PILAS);604314001079;TRABAJADOR INDUSTRIAL;402,6200
A07;PRODUCCUÓN INDUSTRIAL DE BEBIDAS Y TABÁCOS;A0704155101;DESTILACIÓN, RECTIFICACIÓN Y MEZCLA DE BEBIDAS ESPIRITUOSAS O AL;704155101001;JEFE DE CONTROL DE CALIDAD;407,8200
A07;PRODUCCUÓN INDUSTRIAL DE BEBIDAS Y TABÁCOS;A0704155101;DESTILACIÓN, RECTIFICACIÓN Y MEZCLA DE BEBIDAS ESPIRITUOSAS O AL;704155101002;JEFE DE PLANTA;407,8200
A07;PRODUCCUÓN INDUSTRIAL DE BEBIDAS Y TABÁCOS;A0704155101;DESTILACIÓN, RECTIFICACIÓN Y MEZCLA DE BEBIDAS ESPIRITUOSAS O AL;704155101003;LABORATORISTA;407,8200
A07;PRODUCCUÓN INDUSTRIAL DE BEBIDAS Y TABÁCOS;A0704155101;DESTILACIÓN, RECTIFICACIÓN Y MEZCLA DE BEBIDAS ESPIRITUOSAS O AL;704155101004;ANALISTA DE LABORATORIO;406,0400
A07;PRODUCCUÓN INDUSTRIAL DE BEBIDAS Y TABÁCOS;A0704155101;DESTILACIÓN, RECTIFICACIÓN Y MEZCLA DE BEBIDAS ESPIRITUOSAS O AL;704155101005;OPERADOR DE PLANTA;406,0400
A07;PRODUCCUÓN INDUSTRIAL DE BEBIDAS Y TABÁCOS;A0704155101;DESTILACIÓN, RECTIFICACIÓN Y MEZCLA DE BEBIDAS ESPIRITUOSAS O AL;704155101012;AUXILIAR DE JEFE DE PLANTA;405,2600
A07;PRODUCCUÓN INDUSTRIAL DE BEBIDAS Y TABÁCOS;A0704155101;DESTILACIÓN, RECTIFICACIÓN Y MEZCLA DE BEBIDAS ESPIRITUOSAS O AL;704155101013;TRABAJADORES DE PRODUCCION PROPIOS DEL SECTOR;405,2600
